#Flussgeschwindigkeit[rpm]  Frequenz[1/s]für 15°, 30°, 45°
6000    -122    208   -378
6500    -134    200   -415
7000    -171    281   -525
7500    -183    305   -635
8000    -195    391   -647
8500    -244    415   -745
