#Tiefe [us] Strömungsgeschwindigkeit [cm/s] Streuintensität [1000V^2/s] für 15°
12         0    11
13         0    33
14     -28.7    73
15     -35.0    108
16     -36.6    125
17     -31.8    111
18     -31.8    117
19     -31.8    470
