#Flussgeschwindigkeit[rpm]  Frequenz[1/s] für 15°, 30°, 45°
6000   -281   439  -732
6500   -317   482  -879
7000   -354   549  -1038
7500   -385   671  -1172
8000   -433   708  -1227
8500   -500   806  -1440
