80	    25.99	26.62	27.29	26.35	25.88	26.40	27.34	27.54
81	    25.99	26.62	27.30	26.35	25.89	26.42	27.35	27.54
82	    26.00	26.64	27.32	26.36	25.91	26.43	27.36	27.54
83	    26.00	26.65	27.32	26.37	25.92	26.45	27.37	27.54
84	    26.01	26.66	27.34	26.38	25.93	26.50	27.38	27.54
85	    26.02	26.68	27.37	26.39	25.94	26.59	27.39	27.54
86	    26.02	26.72	27.42	26.40	25.95	26.74	27.39	27.54
87	    26.03	26.78	27.49	26.40	25.97	26.92	27.41	27.54
88	    26.03	26.85	27.58	26.41	25.99	27.15	27.42	27.54
89	    26.04	26.94	27.69	26.42	26.02	27.42	27.43	27.54
90	    26.05	27.06	27.83	26.43	26.04	27.72	27.45	27.54
91	    26.05	27.19	27.99	26.44	26.09	28.04	27.45	27.54
92	    26.06	27.34	28.17	26.45	26.15	28.37	27.47	27.53
93	    26.06	27.50	28.37	26.46	26.20	28.73	27.48	27.53
94	    26.08	27.68	28.59	26.47	26.27	29.07	27.51	27.53
95	    26.09	27.87	28.81	26.50	26.34	29.44	27.53	27.53
96	    26.10	28.07	29.06	26.51	26.43	29.81	27.56	27.53
97	    26.12	28.28	29.29	26.52	26.53	30.19	27.60	27.53
98	    26.14	28.49	29.56	26.55	26.63	30.56	27.63	27.53
99	    26.15	28.72	29.82	26.57	26.75	30.93	27.68	27.53
100	    26.18	28.94	30.09	26.60	26.87	31.31	27.72	27.53
101	    26.20	29.18	30.37	26.63	26.99	31.66	27.78	27.53
102	    26.22	29.41	30.64	26.66	27.12	32.02	27.84	27.53
103	    26.26	29.64	30.92	26.70	27.27	32.39	27.90	27.53
104	    26.29	29.88	31.20	26.74	27.41	32.74	27.96	27.53
105	    26.33	30.12	31.48	26.78	27.57	33.09	28.04	27.53
106	    26.37	30.37	31.77	26.84	27.72	33.42	28.12	27.53
107	    26.41	30.61	32.05	26.88	27.88	33.75	28.20	27.54
108	    26.45	30.85	32.33	26.94	28.04	34.09	28.28	27.53
109	    26.50	31.09	32.61	26.99	28.20	34.42	28.38	27.53
110	    26.55	31.32	32.89	27.06	28.37	34.74	28.47	27.53
111	    26.60	31.56	33.17	27.13	28.54	35.05	28.58	27.53
112	    26.66	31.80	33.45	27.20	28.71	35.35	28.68	27.53
113	    26.71	32.03	33.71	27.26	28.88	35.66	28.78	27.54
114	    26.77	32.26	33.98	27.33	29.06	35.96	28.89	27.53
115	    26.83	32.50	34.25	27.40	29.24	36.26	29.00	27.53
116	    26.90	32.73	34.52	27.48	29.41	36.54	29.13	27.53
117	    26.96	32.96	34.78	27.56	29.60	36.82	29.25	27.54
118	    27.03	33.17	35.04	27.64	29.78	37.10	29.37	27.53
119	    27.10	33.39	35.30	27.73	29.97	37.38	29.50	27.54
120	    27.17	33.62	35.55	27.82	30.15	37.64	29.62	27.54
121	    27.24	33.84	35.79	27.90	30.33	37.90	29.76	27.54
122	    27.32	34.05	36.04	27.99	30.52	38.17	29.89	27.54
123	    27.40	34.26	36.28	28.08	30.71	38.43	30.03	27.54
124	    27.47	34.48	36.52	28.17	30.89	38.68	30.16	27.54
125	    27.55	34.68	36.75	28.27	31.07	38.92	30.31	27.54
126	    27.64	34.89	36.99	28.36	31.27	39.17	30.45	27.54
127	    27.72	35.09	37.22	28.46	31.44	39.41	30.58	27.55
128	    27.80	35.29	37.44	28.56	31.63	39.65	30.73	27.55
129	    27.89	35.49	37.66	28.66	31.83	39.88	30.88	27.55
130	    27.97	35.68	37.88	28.76	32.01	40.11	31.02	27.55
131	    28.05	35.88	38.09	28.86	32.20	40.34	31.16	27.55
132	    28.14	36.07	38.31	28.96	32.39	40.56	31.32	27.55
133	    28.23	36.26	38.52	29.06	32.57	40.78	31.46	27.56
134	    28.32	36.45	38.73	29.17	32.76	41.00	31.62	27.56
135	    28.41	36.63	38.93	29.27	32.94	41.21	31.76	27.56
136	    28.50	36.82	39.13	29.37	33.13	41.43	31.92	27.57
137	    28.59	36.99	39.33	29.48	33.32	41.63	32.07	27.57
138	    28.68	37.17	39.53	29.59	33.50	41.83	32.22	27.57
139	    28.78	37.34	39.72	29.69	33.68	42.04	32.37	27.57
140	    28.87	37.51	39.91	29.79	33.87	42.24	32.53	27.58
141	    28.96	37.69	40.10	29.91	34.05	42.44	32.67	27.58
142	    29.06	37.86	40.28	30.01	34.23	42.64	32.83	27.58
143	    29.15	38.02	40.46	30.12	34.42	42.82	32.98	27.59
144	    29.24	38.19	40.64	30.23	34.59	43.02	33.13	27.59
145	    29.35	38.35	40.82	30.33	34.78	43.21	33.29	27.59
146	    29.44	38.52	40.99	30.44	34.95	43.39	33.44	27.60
147	    29.54	38.67	41.16	30.55	35.13	43.57	33.59	27.60
148	    29.63	38.83	41.33	30.66	35.32	43.76	33.74	27.60
149	    29.72	38.99	41.50	30.77	35.49	43.93	33.90	27.61
150	    29.82	39.14	41.66	30.88	35.67	44.12	34.05	27.62
151	    29.92	39.30	41.82	30.99	35.85	44.29	34.19	27.62
152	    30.02	39.44	41.98	31.10	36.02	44.47	34.34	27.63
153	    30.11	39.59	42.14	31.21	36.20	44.64	34.49	27.63
154	    30.20	39.74	42.29	31.31	36.38	44.80	34.65	27.64
155	    30.30	39.89	42.44	31.42	36.55	44.97	34.79	27.65
156	    30.40	40.03	42.60	31.53	36.72	45.14	34.94	27.65
157	    30.50	40.17	42.75	31.64	36.89	45.30	35.09	27.66
158	    30.60	40.31	42.89	31.75	37.07	45.47	35.24	27.66
159	    30.70	40.45	43.04	31.86	37.23	45.63	35.38	27.67
160	    30.79	40.58	43.18	31.97	37.40	45.79	35.53	27.68
161	    30.89	40.72	43.32	32.07	37.57	45.94	35.67	27.68
162	    30.99	40.86	43.46	32.18	37.74	46.10	35.82	27.69
163	    31.08	40.99	43.59	32.28	37.90	46.26	35.97	27.70
164	    31.18	41.11	43.72	32.39	38.08	46.39	36.11	27.70
165	    31.28	41.24	43.85	32.50	38.24	46.51	36.25	27.72
166	    31.37	41.35	43.96	32.61	38.40	46.57	36.39	27.72
167	    31.47	41.45	44.05	32.71	38.56	46.60	36.53	27.73
168	    31.57	41.52	44.12	32.82	38.72	46.57	36.67	27.74
169	    31.66	41.59	44.16	32.93	38.88	46.51	36.81	27.75
170	    31.76	41.63	44.18	33.03	39.02	46.42	36.95	27.76
171	    31.85	41.64	44.19	33.14	39.17	46.30	37.08	27.76
172	    31.96	41.64	44.16	33.24	39.29	46.15	37.21	27.77
173	    32.05	41.63	44.12	33.34	39.42	45.99	37.34	27.79
174	    32.14	41.60	44.06	33.44	39.53	45.81	37.46	27.79
175	    32.24	41.56	43.98	33.54	39.63	45.63	37.59	27.81
176	    32.33	41.50	43.89	33.63	39.73	45.43	37.70	27.81
177	    32.42	41.44	43.79	33.73	39.81	45.24	37.81	27.83
178	    32.50	41.36	43.67	33.82	39.88	45.03	37.92	27.84
179	    32.59	41.28	43.55	33.91	39.95	44.84	38.02	27.85
180	    32.67	41.19	43.42	33.99	40.00	44.63	38.11	27.86
181	    32.75	41.09	43.29	34.07	40.05	44.43	38.20	27.87
182	    32.83	40.99	43.15	34.15	40.10	44.23	38.30	27.88
183	    32.90	40.88	43.00	34.22	40.13	44.03	38.37	27.90
184	    32.98	40.77	42.85	34.29	40.16	43.83	38.44	27.91
185	    33.04	40.67	42.70	34.36	40.18	43.64	38.52	27.92
186	    33.11	40.55	42.55	34.43	40.20	43.45	38.58	27.93
187	    33.16	40.44	42.40	34.48	40.21	43.27	38.63	27.95
188	    33.23	40.33	42.24	34.54	40.22	43.09	38.68	27.96
189	    33.28	40.22	42.09	34.59	40.22	42.91	38.74	27.97
190	    33.34	40.09	41.94	34.64	40.22	42.73	38.77	27.99
191	    33.39	39.98	41.79	34.70	40.22	42.56	38.81	28.01
192	    33.44	39.87	41.63	34.74	40.22	42.41	38.84	28.02
193	    33.48	39.75	41.48	34.78	40.21	42.24	38.87	28.03
194	    33.53	39.64	41.33	34.82	40.19	42.08	38.90	28.04
195	    33.56	39.52	41.18	34.85	40.17	41.92	38.91	28.06
196	    33.60	39.41	41.04	34.88	40.16	41.78	38.93	28.07
197	    33.64	39.30	40.89	34.91	40.13	41.63	38.94	28.09
198	    33.68	39.19	40.74	34.94	40.12	41.49	38.95	28.11
199	    33.71	39.08	40.60	34.96	40.09	41.35	38.95	28.12
200	    33.74	38.98	40.46	34.98	40.06	41.22	38.95	28.13
201	    33.77	38.87	40.32	35.01	40.04	41.09	38.95	28.15
202	    33.80	38.77	40.20	35.03	40.01	40.96	38.94	28.17
203	    33.82	38.67	40.06	35.04	39.98	40.83	38.93	28.18
204	    33.84	38.56	39.93	35.05	39.94	40.71	38.92	28.20
205	    33.86	38.46	39.80	35.07	39.91	40.60	38.91	28.22
206	    33.88	38.37	39.68	35.08	39.88	40.48	38.89	28.24
207	    33.90	38.27	39.55	35.09	39.84	40.37	38.88	28.25
208	    33.92	38.18	39.43	35.09	39.80	40.26	38.85	28.27
209	    33.94	38.09	39.31	35.10	39.77	40.15	38.83	28.29
210	    33.95	37.99	39.19	35.11	39.73	40.04	38.80	28.31
211	    33.96	37.91	39.08	35.11	39.69	39.95	38.77	28.33
212	    33.98	37.82	38.96	35.12	39.65	39.84	38.74	28.34
213	    33.99	37.72	38.86	35.11	39.61	39.75	38.71	28.36
214	    34.00	37.64	38.75	35.12	39.57	39.65	38.68	28.38
215	    34.01	37.56	38.64	35.12	39.53	39.56	38.65	28.40
216	    34.02	37.48	38.54	35.12	39.48	39.47	38.62	28.41
217	    34.02	37.40	38.43	35.11	39.45	39.38	38.58	28.43
218	    34.03	37.32	38.33	35.11	39.40	39.29	38.54	28.45
219	    34.04	37.24	38.24	35.11	39.36	39.21	38.50	28.47
220	    34.05	37.17	38.14	35.10	39.32	39.12	38.46	28.49
221	    34.04	37.09	38.05	35.10	39.27	39.04	38.42	28.51
222	    34.06	37.02	37.95	35.09	39.23	38.96	38.38	28.52
223	    34.05	36.96	37.88	35.08	39.18	38.88	38.33	28.55
224	    34.06	36.88	37.78	35.07	39.14	38.81	38.30	28.56
225	    34.06	36.81	37.69	35.07	39.10	38.73	38.25	28.59
226	    34.06	36.75	37.61	35.06	39.05	38.66	38.21	28.60
227	    34.06	36.68	37.52	35.05	39.00	38.59	38.16	28.62
228	    34.06	36.61	37.44	35.04	38.95	38.52	38.11	28.64
229	    34.06	36.55	37.36	35.03	38.91	38.45	38.07	28.66
230	    34.06	36.49	37.29	35.02	38.87	38.38	38.03	28.68
231	    34.06	36.43	37.22	35.01	38.82	38.31	37.98	28.70
232	    34.06	36.37	37.14	35.00	38.78	38.25	37.94	28.72
233	    34.06	36.31	37.07	34.99	38.73	38.18	37.88	28.74
234	    34.06	36.25	37.00	34.98	38.69	38.12	37.84	28.76
235	    34.06	36.20	36.93	34.97	38.64	38.06	37.79	28.78
236	    34.05	36.14	36.86	34.95	38.60	38.00	37.75	28.80
237	    34.05	36.09	36.80	34.94	38.55	37.94	37.70	28.82
238	    34.05	36.03	36.73	34.93	38.51	37.89	37.65	28.83
239	    34.04	35.99	36.67	34.92	38.46	37.83	37.60	28.85
240	    34.04	35.93	36.60	34.90	38.42	37.78	37.55	28.87
241	    34.03	35.89	36.55	34.89	38.38	37.72	37.50	28.89
242	    34.03	35.84	36.49	34.87	38.33	37.66	37.46	28.91
243	    34.02	35.79	36.43	34.86	38.29	37.61	37.41	28.92
244	    34.02	35.74	36.37	34.85	38.24	37.56	37.36	28.95
245	    34.01	35.71	36.32	34.83	38.19	37.54	37.31	28.97
246	    34.01	35.67	36.28	34.82	38.15	37.56	37.27	28.98
247	    34.00	35.65	36.26	34.80	38.11	37.63	37.22	29.00
248	    33.99	35.65	36.26	34.79	38.07	37.75	37.17	29.02
249	    33.99	35.67	36.28	34.78	38.03	37.90	37.13	29.03
250	    33.99	35.71	36.33	34.76	38.00	38.09	37.08	29.05
251	    33.98	35.77	36.40	34.75	37.98	38.32	37.04	29.07
252	    33.98	35.84	36.49	34.74	37.96	38.57	36.99	29.09
253	    33.97	35.94	36.61	34.72	37.96	38.83	36.95	29.11
254	    33.97	36.05	36.74	34.71	37.96	39.12	36.92	29.12
255	    33.97	36.17	36.90	34.70	37.97	39.41	36.88	29.14
256	    33.96	36.32	37.07	34.69	37.99	39.71	36.86	29.16
257	    33.96	36.46	37.23	34.69	38.02	40.02	36.83	29.18
258	    33.97	36.62	37.42	34.69	38.06	40.32	36.80	29.19
259	    33.97	36.79	37.62	34.68	38.11	40.64	36.79	29.21
260	    33.98	36.96	37.83	34.68	38.17	40.95	36.78	29.22
261	    33.98	37.15	38.05	34.69	38.23	41.26	36.77	29.24
262	    33.99	37.32	38.26	34.70	38.31	41.57	36.77	29.26
263	    34.01	37.51	38.48	34.71	38.38	41.87	36.78	29.28
264	    34.02	37.71	38.70	34.72	38.47	42.17	36.79	29.29
265	    34.04	37.90	38.93	34.74	38.55	42.46	36.80	29.31
266	    34.07	38.10	39.16	34.76	38.64	42.75	36.82	29.32
267	    34.09	38.30	39.39	34.78	38.75	43.04	36.84	29.34
268	    34.12	38.49	39.63	34.81	38.85	43.33	36.87	29.36
269	    34.15	38.70	39.85	34.84	38.96	43.60	36.90	29.37
270	    34.18	38.89	40.08	34.88	39.07	43.87	36.95	29.39
271	    34.21	39.09	40.32	34.91	39.18	44.14	36.99	29.40
272	    34.25	39.29	40.54	34.95	39.30	44.40	37.04	29.42
273	    34.29	39.49	40.77	34.99	39.42	44.66	37.09	29.43
274	    34.33	39.68	41.00	35.04	39.54	44.92	37.14	29.45
275	    34.37	39.88	41.22	35.09	39.66	45.16	37.20	29.47
276	    34.42	40.07	41.44	35.14	39.79	45.41	37.27	29.48
277	    34.47	40.26	41.65	35.19	39.92	45.64	37.33	29.50
278	    34.52	40.44	41.87	35.25	40.05	45.88	37.40	29.51
279	    34.58	40.64	42.09	35.30	40.18	46.11	37.48	29.52
280	    34.63	40.83	42.30	35.36	40.31	46.34	37.56	29.54
281	    34.69	41.01	42.51	35.42	40.44	46.56	37.63	29.55
282	    34.74	41.19	42.72	35.49	40.58	46.78	37.72	29.56
283	    34.81	41.37	42.93	35.55	40.71	46.99	37.81	29.58
284	    34.86	41.55	43.12	35.62	40.85	47.20	37.89	29.59
285	    34.93	41.73	43.32	35.69	40.98	47.40	37.98	29.61
286	    34.99	41.90	43.51	35.76	41.12	47.60	38.07	29.62
287	    35.05	42.07	43.71	35.83	41.26	47.80	38.17	29.63
288	    35.12	42.24	43.89	35.90	41.40	47.99	38.26	29.65
289	    35.19	42.41	44.08	35.98	41.54	48.19	38.36	29.66
290	    35.26	42.58	44.26	36.05	41.67	48.38	38.46	29.67
291	    35.33	42.74	44.44	36.12	41.81	48.56	38.56	29.69
292	    35.40	42.90	44.63	36.20	41.96	48.75	38.66	29.70
293	    35.47	43.07	44.80	36.27	42.09	48.92	38.77	29.71
294	    35.55	43.22	44.97	36.36	42.23	49.10	38.87	29.72
295	    35.62	43.38	45.15	36.44	42.37	49.28	38.98	29.73
296	    35.69	43.53	45.31	36.52	42.51	49.44	39.09	29.75
297	    35.77	43.69	45.48	36.59	42.64	49.61	39.19	29.76
298	    35.84	43.84	45.64	36.67	42.78	49.78	39.30	29.78
299	    35.92	43.99	45.81	36.76	42.92	49.95	39.42	29.78
300	    36.00	44.13	45.96	36.84	43.06	50.10	39.52	29.80
301	    36.07	44.27	46.12	36.92	43.20	50.26	39.64	29.82
302	    36.15	44.42	46.27	37.01	43.34	50.42	39.75	29.83
303	    36.23	44.57	46.42	37.09	43.48	50.57	39.86	29.84
304	    36.31	44.70	46.58	37.17	43.61	50.73	39.97	29.85
305	    36.38	44.84	46.73	37.26	43.75	50.88	40.09	29.87
306	    36.46	44.98	46.87	37.34	43.89	51.02	40.21	29.88
307	    36.55	45.11	47.02	37.42	44.02	51.17	40.31	29.90
308	    36.62	45.24	47.15	37.51	44.16	51.32	40.43	29.91
309	    36.70	45.38	47.29	37.60	44.29	51.46	40.54	29.92
310	    36.78	45.50	47.42	37.68	44.43	51.60	40.65	29.93
311	    36.86	45.63	47.56	37.77	44.56	51.74	40.76	29.95
312	    36.95	45.77	47.69	37.85	44.70	51.87	40.88	29.96
313	    37.03	45.88	47.82	37.94	44.83	52.01	40.99	29.98
314	    37.11	46.01	47.96	38.02	44.96	52.14	41.11	29.99
315	    37.18	46.13	48.08	38.11	45.09	52.28	41.22	30.00
316	    37.27	46.25	48.21	38.20	45.22	52.41	41.34	30.01
317	    37.35	46.37	48.33	38.28	45.36	52.54	41.45	30.03
318	    37.43	46.49	48.45	38.37	45.49	52.67	41.56	30.04
319	    37.51	46.61	48.57	38.45	45.62	52.80	41.68	30.05
320	    37.59	46.72	48.69	38.54	45.75	52.92	41.79	30.07
321	    37.67	46.83	48.81	38.63	45.88	53.04	41.90	30.09
322	    37.76	46.95	48.93	38.71	46.00	53.17	42.01	30.10
323	    37.83	47.05	49.04	38.80	46.13	53.29	42.13	30.11
324	    37.92	47.17	49.15	38.89	46.26	53.41	42.23	30.12
325	    38.00	47.28	49.26	38.97	46.39	53.53	42.35	30.14
326	    38.08	47.38	49.37	39.06	46.52	53.62	42.45	30.15
327	    38.16	47.48	49.46	39.14	46.64	53.69	42.57	30.17
328	    38.24	47.57	49.54	39.23	46.77	53.70	42.67	30.18
329	    38.33	47.63	49.60	39.31	46.88	53.68	42.77	30.20
330	    38.41	47.68	49.63	39.40	47.00	53.61	42.88	30.21
331	    38.49	47.72	49.64	39.48	47.12	53.51	42.98	30.23
332	    38.57	47.72	49.64	39.56	47.22	53.38	43.09	30.24
333	    38.66	47.72	49.60	39.65	47.32	53.22	43.19	30.26
334	    38.73	47.70	49.55	39.72	47.41	53.04	43.29	30.27
335	    38.81	47.66	49.48	39.81	47.49	52.86	43.38	30.29
336	    38.89	47.61	49.40	39.88	47.56	52.65	43.48	30.30
337	    38.96	47.54	49.30	39.96	47.63	52.44	43.57	30.31
338	    39.04	47.46	49.19	40.03	47.68	52.21	43.65	30.33
339	    39.11	47.38	49.06	40.10	47.73	51.99	43.73	30.34
340	    39.18	47.29	48.93	40.17	47.76	51.76	43.81	30.37
341	    39.25	47.18	48.80	40.24	47.79	51.54	43.88	30.38
342	    39.32	47.07	48.65	40.30	47.81	51.31	43.94	30.40
343	    39.38	46.97	48.50	40.36	47.82	51.09	44.00	30.41
344	    39.44	46.85	48.34	40.42	47.83	50.86	44.06	30.43
345	    39.50	46.73	48.18	40.47	47.83	50.64	44.11	30.45
346	    39.55	46.61	48.01	40.52	47.83	50.43	44.16	30.46
347	    39.61	46.48	47.85	40.56	47.82	50.21	44.19	30.48
348	    39.66	46.35	47.68	40.61	47.80	50.00	44.23	30.50
349	    39.70	46.23	47.52	40.65	47.78	49.79	44.26	30.51
350	    39.75	46.10	47.34	40.69	47.75	49.59	44.28	30.53
351	    39.79	45.97	47.18	40.71	47.73	49.39	44.30	30.54
352	    39.82	45.84	47.01	40.74	47.69	49.19	44.32	30.56
353	    39.86	45.71	46.85	40.77	47.66	49.00	44.33	30.58
354	    39.89	45.58	46.68	40.80	47.62	48.81	44.33	30.60
355	    39.92	45.46	46.52	40.82	47.58	48.63	44.33	30.61
356	    39.95	45.33	46.35	40.84	47.54	48.46	44.33	30.63
357	    39.98	45.21	46.20	40.85	47.49	48.28	44.32	30.66
358	    40.00	45.08	46.04	40.87	47.44	48.11	44.31	30.67
359	    40.02	44.96	45.89	40.88	47.40	47.94	44.30	30.69
360	    40.05	44.84	45.73	40.89	47.34	47.78	44.28	30.71
361	    40.06	44.72	45.57	40.89	47.29	47.62	44.27	30.72
362	    40.08	44.60	45.42	40.90	47.23	47.46	44.24	30.75
363	    40.09	44.48	45.28	40.90	47.17	47.31	44.22	30.77
364	    40.10	44.36	45.13	40.90	47.11	47.16	44.19	30.79
365	    40.12	44.25	44.99	40.90	47.06	47.01	44.16	30.80
366	    40.13	44.14	44.85	40.90	47.00	46.88	44.12	30.82
367	    40.13	44.03	44.70	40.90	46.94	46.73	44.09	30.85
368	    40.13	43.92	44.57	40.88	46.88	46.60	44.05	30.86
369	    40.14	43.81	44.44	40.88	46.82	46.46	44.01	30.88
370	    40.15	43.70	44.30	40.87	46.75	46.34	43.97	30.90
371	    40.15	43.60	44.17	40.86	46.68	46.21	43.92	30.92
372	    40.15	43.50	44.05	40.85	46.62	46.09	43.88	30.94
373	    40.15	43.40	43.92	40.84	46.56	45.96	43.83	30.96
374	    40.15	43.30	43.80	40.82	46.49	45.84	43.78	30.98
375	    40.15	43.21	43.68	40.81	46.42	45.73	43.72	31.00
376	    40.15	43.11	43.56	40.79	46.35	45.61	43.68	31.02
377	    40.14	43.01	43.45	40.77	46.29	45.50	43.63	31.04
378	    40.14	42.92	43.34	40.76	46.22	45.39	43.57	31.06
379	    40.13	42.83	43.22	40.74	46.15	45.28	43.52	31.08
380	    40.12	42.74	43.12	40.72	46.08	45.17	43.46	31.10
381	    40.12	42.66	43.01	40.70	46.02	45.07	43.41	31.11
382	    40.11	42.57	42.91	40.68	45.95	44.97	43.35	31.14
383	    40.10	42.48	42.80	40.66	45.88	44.87	43.29	31.16
384	    40.09	42.40	42.70	40.64	45.81	44.77	43.23	31.18
385	    40.08	42.32	42.60	40.62	45.74	44.67	43.17	31.20
386	    40.07	42.24	42.50	40.60	45.68	44.58	43.11	31.22
387	    40.06	42.16	42.41	40.57	45.61	44.48	43.05	31.24
388	    40.05	42.08	42.31	40.55	45.54	44.40	42.99	31.25
389	    40.04	42.00	42.23	40.53	45.47	44.30	42.93	31.27
390	    40.02	41.93	42.14	40.50	45.40	44.22	42.86	31.29
391	    40.01	41.86	42.05	40.47	45.33	44.13	42.80	31.32
392	    40.00	41.79	41.96	40.45	45.26	44.05	42.74	31.33
393	    39.99	41.72	41.88	40.43	45.20	43.96	42.68	31.35
394	    39.97	41.65	41.80	40.40	45.13	43.88	42.62	31.37
395	    39.96	41.58	41.71	40.38	45.06	43.80	42.56	31.39
396	    39.95	41.51	41.64	40.35	45.00	43.72	42.49	31.41
397	    39.93	41.45	41.56	40.33	44.93	43.64	42.43	31.43
398	    39.92	41.39	41.48	40.30	44.86	43.56	42.37	31.45
399	    39.91	41.32	41.41	40.27	44.80	43.48	42.30	31.47
400	    39.89	41.26	41.33	40.25	44.73	43.41	42.24	31.49
