#Abschnitt in 5V angefangen bei 0|Breite Abschnitt 1 in mm|Breite Abschnitt 2 in mm|
1    18     22
2    21     21
3    21     20
4    21.5   22.5
5    20     18
6    20.5   21
7    21     21
8    21     19
9    20.5   19.5
10   21.5   21
11   23     14
