#Abschntt in Volt     Breite in mm
(0-1)  25.5
(1-2)  22
(2-3)  23
(3-4)  21.5
(4-5)  24
(5-6)  24
(6-7)  24
(7-8)  24
(8-9)  23
(9-10) 26
