#Gegenspannung [Volt] Photostrom [nanoAmpere]
2.0   1.6
1.8   1.35
1.6   1.15
1.4   1.0
1.2   0.8
1.0   0.64
0.8   0.48
0.6   0.34
0.4   0.25
