#Gegenspannung [Volt] Photostrom [nanoAmpere]
 2    0.15
 1.8  0.135
 1.6  0.125
 1.4  0.11
 1.2  0.1
 1.0  0.085
 0.8  0.073
 0.6  0.06
 0.4  0.043
 0.2  0.028
 0.01 0.015
-0.01 0.018
-0.2  0.01
-0.4  0.004
-0.6  0.001
-0.8  0
-1.0  0
